company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Charter Home Staging,https://www.yellowpages.com/addison-tx/mip/charter-home-staging-575882459,(972) 458-0300,https://charterhomestaging.com,"4181 Centurion Way, Addison, TX 75001",YellowPages,"rental@furniturebycharter.com, staging@furniturebycharter.com, info@furniturebycharter.com","Garland, TX",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Kieffer Design Group Inc,https://www.yellowpages.com/boise-id/mip/kieffer-design-group-inc-6698535,(208) 344-2680,http://www.kiefferdesigngroup.com,"1517 W Main St, Boise, ID 83702",YellowPages,judi@kiefferdesigngroup.com,"Boise, ID",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
IBB Design Fine Furnishings,https://www.yellowpages.com/frisco-tx/mip/ibb-design-fine-furnishings-5586811,(214) 618-6600,https://ibbdesign.com,"5798 Genesis Ct, Frisco, TX 75034",YellowPages,info@ibbdesign.com,"Frisco, TX",Interior Decorators,4.0,M:4/T:0,Modern/Abstract
D'KOR HOME Interiors,https://www.yellowpages.com/frisco-tx/mip/dkor-home-interiors-556332054,(469) 633-0100,https://dkorhome.com,"7460 Warren Pkwy, Frisco, TX 75034",YellowPages,"hello@dkorhome.com, Hello@dkorhome.com","Frisco, TX",Interior Decorators,2.0,M:5/T:3,Modern/Abstract
Interiors,https://www.yellowpages.com/frisco-tx/mip/interiors-559937760,(214) 407-7560,https://bellehaveninteriors.com,"6959 Lebanon Rd, Frisco, TX 75034",YellowPages,design@bellehaveninteriors.com,"Frisco, TX",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Visual Creations,https://www.yellowpages.com/north-fort-myers-fl/mip/visual-creations-9325882,(239) 567-2755,https://www.visualcreations.org/about/about-us,"2336 Club House Rd, North Fort Myers, FL 33917",YellowPages,maryfinver@gmail.com,"Cape Coral, FL",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Evalutions,https://www.yellowpages.com/cape-coral-fl/mip/evalutions-10159360,(239) 549-6881,http://evalutions.com,"4707 SE 9th Pl, Cape Coral, FL 33904",YellowPages,info@evalutions.com,"Cape Coral, FL",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Christine Dekkers Designs,https://www.yellowpages.com/cape-coral-fl/mip/christine-dekkers-designs-506465981,(512) 496-0114,http://christinedekkersdesigns.com,"Cape Coral, FL 33914",YellowPages,"christinedekkersdesigns@gmail.com, team@latofonts.com, impallari@gmail.com, ChristineDekkersDesigns@Gmail.com","Cape Coral, FL",Interior Designers,5.0,M:6/T:1,Modern/Abstract
Lisa Green Interiors,https://www.yellowpages.com/fort-myers-fl/mip/lisa-green-interiors-578581020,(239) 980-1689,https://lisagreeninteriors.com,"11145 Sierra Palm Ct, Fort Myers, FL 33966",YellowPages,lisa@cottageandloft.com,"Cape Coral, FL",Interior Designers,6.0,M:14/T:8,Modern/Abstract
Pilato-Counts Interior Design,https://www.yellowpages.com/norfolk-va/mip/pilato-counts-interior-design-13386257,(757) 632-7760,http://pcanda.com,"7420 Central Business Park Dr, Norfolk, VA 23513",YellowPages,info@pcanda.com,"Norfolk, VA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Design Works Inc,https://www.yellowpages.com/spokane-wa/mip/design-works-inc-469008699,(509) 922-9800,http://www.designworksinteriors.com,"2405 N Division St, Spokane, WA 99207",YellowPages,"info@designworksinteriors.com, user@domain.com","Spokane, WA",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Catalyst Workplace Activation,https://www.yellowpages.com/tacoma-wa/mip/catalyst-workplace-activation-550725008,(253) 592-6000,https://catalystactivation.com,"909 A St, Tacoma, WA 98402",YellowPages,"info@catalystactivation.com, hello@mightyinthemidwest.com","Tacoma, WA",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Image360 Tacoma Central,https://www.yellowpages.com/tacoma-wa/mip/image360-tacoma-central-579730684,(253) 475-7446,https://image360.com/tacoma-wa-central/?utm_source=gbp&utm_medium=organic&utm_campaign=lg,"3912 S 56th St, Tacoma, WA 98409",YellowPages,INFO@IMAGE360TACOMACENTRAL.COM,"Tacoma, WA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Orosco Design Inc,https://www.yellowpages.com/redlands-ca/mip/orosco-design-inc-527522651,(909) 881-2500,https://www.oroscodesign.com/contact,"415 Tennessee St, Redlands, CA 92373",YellowPages,carolyn@oroscodesign.com,"San Bernardino, CA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Wall Decor & More Interiors,https://www.yellowpages.com/baton-rouge-la/mip/wall-decor-more-interiors-463515479,(225) 673-3267,https://walldecorandmore.net,"18303 Perkins Rd E Ste 401, Baton Rouge, LA 70810",YellowPages,mia@walldecorandmore.net,"Baton Rouge, LA",Interior Designers,3.0,M:11/T:8,Modern/Abstract
Porro's Custom Interiors,https://www.yellowpages.com/worcester-ma/mip/porros-custom-interiors-449310,(508) 754-7692,http://www.porroscustominteriors.com,"305 Shrewsbury St, Worcester, MA 01604",YellowPages,"wiki45@aol.com, porrosinteriors@gmail.com","Worcester, MA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Kenko Interiors Inc,https://www.yellowpages.com/yonkers-ny/mip/kenko-interiors-inc-559169603,(914) 614-6804,http://kenkointeriors.com,"733 Yonkers Ave, Yonkers, NY 10704",YellowPages,info@kenkointeriors.com,"Yonkers, NY",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Jennifer Butler Interior Design,https://www.yellowpages.com/grand-rapids-mi/mip/jennifer-butler-interior-design-533936256,(616) 551-2168,http://www.jenniferbutlerinteriordesign.com,"800 Monroe Ave NW Ste 320, Grand Rapids, MI 49503",YellowPages,"Info@jenniferbutler.design, user@domain.com, info@jenniferbutler.design, Info@JenniferButler.Design","Grand Rapids, MI",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Modern Office Interiors,https://www.yellowpages.com/grand-rapids-mi/mip/modern-office-interiors-14375804,(616) 774-4000,http://www.modernofficeinteriors.com,"1118 Front Ave NW, Grand Rapids, MI 49504",YellowPages,quote@modernofficeinteriors.com,"Grand Rapids, MI",Interior Designers,5.0,M:5/T:0,Modern/Abstract
Interiors By Thomas LLC,https://www.yellowpages.com/sun-city-west-az/mip/interiors-by-thomas-llc-544245420,(623) 206-7317,http://www.interiorsbythomas.com,"13521 W Camino Del Sol, Sun City West, AZ 85375",YellowPages,customerservice@interiorsbythomas.com,"Peoria, AZ",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Dewils Design Center,https://www.yellowpages.com/vancouver-wa/mip/dewils-design-center-535353405,(360) 892-6300,https://dewilsdesigncenter.com,"12907 NE Fourth Plain Blvd, Vancouver, WA 98682",YellowPages,"info@dewilsfinecabinetry.com, designcenter@dewils.com","Vancouver, WA",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Designing Women of Orange County,https://www.yellowpages.com/laguna-niguel-ca/mip/designing-women-of-orange-county-4076603?lid=1002194038644,(949) 281-0153,https://designingwomenofoc.com,"27601 Forbes Road, Suite 31, Laguna Niguel, CA 92677",YellowPages,"info@designingwomenofoc.com, Info@DesigningWomenOfOC.com, your@email.com","Huntington Beach, CA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Fallas,https://www.yellowpages.com/brownsville-tx/mip/fallas-15637477,(956) 982-6882,http://www.factory2-u.com,"900 E Elizabeth St, Brownsville, TX 78520",YellowPages,dedenf@gmail.com,"Brownsville, TX",Interior Designers,4.0,M:4/T:0,Modern/Abstract
"Old Modern Handicrafts, Inc",https://www.yellowpages.com/ontario-ca/mip/old-modern-handicrafts-inc-531409400,(909) 598-2525,https://omhusa.com/contactus.asp,"1500 S Milliken Ave, Ontario, CA 91761",YellowPages,service@omhusa.com,"Ontario, CA",Interior Decorators,3.0,M:3/T:0,Modern/Abstract
Elle Luxury Interior Design,https://www.yellowpages.com/miramar-fl/mip/elle-luxury-interior-design-576106193,(305) 965-5607,http://www.elle-luxury.com,"4363 SW 173rd Ave, Miramar, FL 33029",YellowPages,danielle@elle-luxury.com,"Pembroke Pines, FL",Interior Decorators,3.0,M:3/T:0,Modern/Abstract
Concept Walls,https://www.yellowpages.com/dania-beach-fl/mip/concept-walls-578590060,(561) 825-8071,https://conceptwalls.store,"1300 Stirling Rd Ste 2A, Dania Beach, FL 33004",YellowPages,"example@example.com, info@conceptwalls.store","Pembroke Pines, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Trope Group,https://www.yellowpages.com/santa-rosa-ca/mip/trope-group-469428612?lid=1002182653400,(707) 546-8181,https://www.tropegroup.com,"2349 Circadian Way, Santa Rosa, CA 95407",YellowPages,"info@tropegroup.com, hello@mightyinthemidwest.com","Santa Rosa, CA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Facilities By Design,https://www.yellowpages.com/santa-rosa-ca/mip/facilities-by-design-505349020,(707) 580-1362,https://www.facilitiesbydesign.com,"5755 Mountain Hawk Dr. Ste 207, Santa Rosa, CA 95409",YellowPages,Paula@FacilitiesByDesign.com,"Santa Rosa, CA",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Natalie Craig Interior Design,https://www.yellowpages.com/santa-rosa-ca/mip/natalie-craig-interior-design-452208023,(707) 575-7777,http://nataliecraigdesign.com,"5241 Old Redwood Hwy, Santa Rosa, CA 95403",YellowPages,natalie@nataliecraigdesign.com,"Santa Rosa, CA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Radiant Form,https://www.yellowpages.com/shreveport-la/mip/radiant-form-561154325,(318) 780-0504,https://www.radiant-form.com,"624 Texas St, Shreveport, LA 71101",YellowPages,services@radiant-form.com,"Shreveport, LA",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Lola Design,https://www.yellowpages.com/shreveport-la/mip/lola-design-577789747,(318) 505-7707,https://www.loladesigncompany.com,"2915 Youree Dr, Shreveport, LA 71104",YellowPages,kenzie@loladesigncompany.com,"Shreveport, LA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Habitat Systems Inc,https://www.yellowpages.com/shreveport-la/mip/habitat-systems-inc-1973193,(318) 840-8276,https://www.habitat-systems.com,"626 Jordan St, Shreveport, LA 71101",YellowPages,info@habitat-systems.com,"Shreveport, LA",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Haal Interiors Inc,https://www.yellowpages.com/palmdale-ca/mip/haal-interiors-inc-566595794,(323) 559-3540,https://www.haalinteriorsinc.com,"37939 27th St E, Palmdale, CA 93550",YellowPages,"info@haalinteriorsinc.com, elmermancia80@gmail.com, contact@elmerironworks.com","Lancaster, CA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Century Draperies,https://www.yellowpages.com/nationwide/mip/century-draperies-391378,(661) 947-7373,https://www.centurydraperies.com,Serving theLancaster Area,YellowPages,cendraperies@yahoo.com,"Lancaster, CA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Interior Concepts Inc,https://www.yellowpages.com/aubrey-tx/mip/interior-concepts-inc-507274573,(972) 412-9992,http://interiorconcepts.com,"9469 Arvin Hill Rd, Aubrey, TX 76227",YellowPages,"erichardson@interiorconcepts.com, kmiller@interiorconcepts.com, sferguson@interiorconcepts.com, jott@interiorconcepts.com, gageh@interiorconcepts.com","Denton, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Judy Baggett Interior Design,https://www.yellowpages.com/salinas-ca/mip/judy-baggett-interior-design-461699889?lid=1002183003173,(831) 663-0112,https://www.baggettconstructionca.com,"17874 Moro Rd, Salinas, CA 93907",YellowPages,"max@baggettconstruction.com, john@smith.com","Salinas, CA",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Z Zipco,https://www.yellowpages.com/totowa-nj/mip/z-zipco-17396140,(973) 837-6238,http://zzipco.com,"225 US Highway 46, Totowa, NJ 07512",YellowPages,"ZZIPCO.Sales@hyperion-solutions.com, sales@zzipco.com","Paterson, NJ",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Good Earth Staging,https://www.yellowpages.com/hayward-ca/mip/good-earth-staging-577177627,(510) 493-6575,https://goodearthstaging.com,"25712 Cannistraci Ln, Hayward, CA 94541",YellowPages,goodearthstage@gmail.com,"Hayward, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
GDC Home,https://www.yellowpages.com/charleston-sc/mip/gdc-home-19258606,(843) 571-5142,http://www.gdchome.com,"1290 Sam Rittenberg Blvd, Charleston, SC 29407",YellowPages,"customerservice@gdchome.com, charleston@gdchome.com, info@gdchome.com","Charleston, SC",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
J Rhodes Interior Design Inc,https://www.yellowpages.com/charleston-sc/mip/j-rhodes-interior-design-inc-572025266,(843) 795-9411,https://jrid.com,"72 Chadwick Dr, Charleston, SC 29407",YellowPages,"jennifer@jrid.com, hello@jrid.com","Charleston, SC",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Broad Street Design Studio,https://www.yellowpages.com/charleston-sc/mip/broad-street-design-studio-565127940,(843) 818-3074,https://broadstreetdesignstudio.com/contact,"28 Broad St, Charleston, SC 29401",YellowPages,kimberley@artdesignatelier.com,"Charleston, SC",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Sherry Scott Design,https://www.yellowpages.com/los-altos-ca/mip/sherry-scott-design-550663337,(650) 946-2094,http://www.sherryscottdesign.com,"169 Main St, Los Altos, CA 94022",YellowPages,"design@sherryscottdesign.com, user@domain.com","Sunnyvale, CA",Interior Designers,2.0,M:3/T:1,Modern/Abstract
New England Business Interiors,https://www.yellowpages.com/west-springfield-ma/mip/new-england-business-interiors-562378,(413) 737-8130,https://www.discountofficefurnitureinc.com,"2131 Riverdale St, West Springfield, MA 01089",YellowPages,"info@discountofficefurnitureinc.net, 8c4075d5481d476e945486754f783364@sentry.io","Springfield, MA",Interior Decorators,3.0,M:3/T:0,Modern/Abstract
North Vision Builders,https://www.yellowpages.com/bellevue-wa/mip/north-vision-builders-577120842,(206) 854-2952,https://northvisionbuilders.com,"11900 NE 1st St, Bellevue, WA 98005",YellowPages,northvisionbuilders@gmail.com,"Bellevue, WA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Eleni Interiors Inc,https://www.yellowpages.com/naperville-il/mip/eleni-interiors-inc-457775489,(630) 718-1800,http://eleniinteriors.com,"2368 Corporate Ln, Naperville, IL 60563",YellowPages,"jmaggio@eleniinteriors.com, user@domain.com","Naperville, IL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Innovative Interiors & Construction Inc,https://www.yellowpages.com/denver-co/mip/innovative-interiors-construction-inc-19553097,(303) 922-3500,http://iic.bz,"2294 S Kalamath St, Denver, CO 80223",YellowPages,"erniej@iic.bz, logans@iic.bz, kittye@iic.bz, mikek@iic.bz, davidv@iic.bz, mattd@iic.bz","Thornton, CO",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Palmer Davis Design,https://www.yellowpages.com/waco-tx/mip/palmer-davis-design-496009654,(254) 655-1249,http://palmerdavisdesign.com,"7005 Woodway Dr, Waco, TX 76712",YellowPages,"renae@palmerdavisdesign.com, jill@palmerdavisdesign.com, team@palmerdavisdesign.com","Waco, TX",Interior Decorators,2.0,M:3/T:1,Modern/Abstract
LGB Interiors,https://www.yellowpages.com/columbia-sc/mip/lgb-interiors-12420761,(803) 929-5322,http://www.lgbinteriors.com,"614 Hilton St, Columbia, SC 29205",YellowPages,"email@interio.com, email@interiodomain.com, linda@lgbinteriors.com","Columbia, SC",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Spectra Integration,https://www.yellowpages.com/columbia-sc/mip/spectra-integration-562590535,(855) 844-9393,https://www.spectraintegration.com/contact,"1101 1st Street South Ext, Columbia, SC 29209",YellowPages,sales@spectraintegration.com,"Columbia, SC",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Mosaic,https://www.yellowpages.com/jackson-ms/mip/mosaic-12770318,(601) 713-2595,https://mosaicco.com,"2906 N State St, Jackson, MS 39216",YellowPages,"mhudak@dev.enscope.com, contactus-mosaic@mosaicco.com, m@tias.me","Jackson, MS",Interior Designers,1.0,M:1/T:0,Modern/Abstract
JC Interiors Inc,https://www.yellowpages.com/coral-springs-fl/mip/jc-interiors-inc-577301227,(754) 529-8209,https://www.jcinteriorsinc.com,"7504 Wiles Rd, Coral Springs, FL 33067",YellowPages,email@example.com,"Coral Springs, FL",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Fronczak Designs,https://www.yellowpages.com/fort-worth-tx/mip/fronczak-designs-576562445,(214) 436-6768,https://www.fronczakdesigns.com,"4516 Pecan Meadow Ct, Fort Worth, TX 76140",YellowPages,sonia@fronczakdesigns.com,"Fort Worth, TX",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Commercial Interiors Papillion's,https://www.yellowpages.com/fort-worth-tx/mip/commercial-interiors-papillions-11178674,(817) 535-4303,http://papillioncommercialinteriors.com,"3432 E Vickery Blvd, Fort Worth, TX 76105",YellowPages,papillion1@peoplepc.com,"Fort Worth, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Bergmeyer Inc,https://www.yellowpages.com/boston-ma/mip/bergmeyer-inc-3186355,(617) 542-1025,http://www.bergmeyer.com,"51 Sleeper St, Boston, MA 02210",YellowPages,"careers@bergmeyer.com, plus@bergmeyer.com, library@bergmeyer.com, hello@bergmeyer.com","Boston, MA",Interior Designers,3.0,M:3/T:0,Modern/Abstract
"Moi, Inc",https://www.yellowpages.com/baltimore-md/mip/moi-inc-559277112,(443) 780-2000,https://www.moii.com,"1801 Porter St, Baltimore, MD 21230",YellowPages,"hello@mightyinthemidwest.com, info@moii.com","Baltimore, MD",Interior Designers,3.0,M:3/T:0,Modern/Abstract
John Rufenacht Associates Inc,https://www.yellowpages.com/kansas-city-mo/mip/john-rufenacht-associates-inc-557496452,(816) 561-7795,https://rufenachtinteriors.com,"3 E 57th St, Kansas City, MO 64113",YellowPages,rufenacht@sbcglobal.net,"Kansas City, MO",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Senger Design Group,https://www.yellowpages.com/colorado-springs-co/mip/senger-design-group-7422817,(719) 522-1520,http://www.sengerdesigngroup.com,"523 S Cascade Ave, Colorado Springs, CO 80903",YellowPages,hello@sengerdesigngroup.com,"Colorado Springs, CO",Interior Designers,1.0,M:1/T:0,Modern/Abstract
The Simple Sort,https://www.yellowpages.com/colorado-springs-co/mip/the-simple-sort-575798471,(719) 249-5697,https://thesimplesort.com,"119 E Costilla St, Colorado Springs, CO 80903",YellowPages,hello@thesimplesort.com,"Colorado Springs, CO",Interior Designers,3.0,M:3/T:0,Modern/Abstract
More Decor Design Inc,https://www.yellowpages.com/tulsa-ok/mip/more-decor-design-inc-20684165,(918) 622-8899,https://www.moredecor.com,"7920 S 85th East Ave, Tulsa, OK 74133",YellowPages,info@moredecor.com,"Tulsa, OK",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Henk-Seng Design,https://www.yellowpages.com/tulsa-ok/mip/henk-seng-design-12461506,(918) 584-3607,http://henksengdesign.com,"1220 E 18th St, Tulsa, OK 74120",YellowPages,barbaramhenk@aol.com,"Tulsa, OK",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Panache,https://www.yellowpages.com/tampa-fl/mip/panache-2843598,(813) 839-0303,https://inspiredintermedia.com,"2907 W Bay To Bay Blvd, Tampa, FL 33629",YellowPages,"%20brian@inspiredintermedia.com, info@inspiredintermedia.com","Tampa, FL",Interior Designers,5.0,M:7/T:2,Modern/Abstract
